Fecha,Estación Sauce Viejo Aero
07/03/2014,0
07/04/2014,25
07/05/2014,2
07/06/2014,0
07/07/2014,0
07/08/2014,0
07/09/2014,0
07/10/2014,0
07/11/2014,12
07/12/2014,11
7/13/2014,0
7/14/2014,0
7/15/2014,0
7/16/2014,0.3
7/17/2014,0
7/18/2014,0
7/19/2014,0
7/20/2014,0
7/21/2014,35
7/22/2014,0
7/23/2014,0
7/24/2014,0
7/25/2014,0
7/26/2014,0
7/27/2014,0
7/28/2014,0
7/29/2014,0
7/30/2014,0
7/31/2014,0.1
08/01/2014,0
08/02/2014,0
08/03/2014,0
08/04/2014,0
08/05/2014,0
08/06/2014,0
08/07/2014,0
08/08/2014,0
08/09/2014,0
08/10/2014,0
08/11/2014,0
08/12/2014,0
8/13/2014,0
8/14/2014,0
8/15/2014,0
8/16/2014,0
8/17/2014,0
8/18/2014,0
8/19/2014,0
8/20/2014,0
8/21/2014,0
8/22/2014,0
8/23/2014,0
8/24/2014,0
8/25/2014,0
8/26/2014,0
8/27/2014,0
8/28/2014,0
8/29/2014,0
8/30/2014,0
8/31/2014,0
09/01/2014,0
09/02/2014,0
09/03/2014,5
09/04/2014,28
09/05/2014,20
09/06/2014,0
09/07/2014,0
09/08/2014,0
09/09/2014,5
09/10/2014,0
09/11/2014,0
09/12/2014,0
9/13/2014,21
9/14/2014,3
9/15/2014,0
9/16/2014,0
9/17/2014,0
9/18/2014,0
9/19/2014,0
9/20/2014,0
9/21/2014,0
9/22/2014,0
9/23/2014,0
9/24/2014,0
9/25/2014,4
9/26/2014,0
9/27/2014,0
9/28/2014,0
9/29/2014,0
9/30/2014,0
10/01/2014,0
10/02/2014,0
10/03/2014,10
10/04/2014,14
10/05/2014,8
10/06/2014,0
10/07/2014,0
10/08/2014,2
10/09/2014,5
10/10/2014,0
10/11/2014,0
10/12/2014,0
10/13/2014,0
10/14/2014,0
10/15/2014,0
10/16/2014,0
10/17/2014,0
10/18/2014,14
10/19/2014,0
10/20/2014,0
10/21/2014,0
10/22/2014,0
10/23/2014,0
10/24/2014,0
10/25/2014,0
10/26/2014,0
10/27/2014,0
10/28/2014,0
10/29/2014,0
10/30/2014,0
10/31/2014,11
11/01/2014,12
11/02/2014,16
11/03/2014,0
11/04/2014,0
11/05/2014,0
11/06/2014,0
11/07/2014,0
11/08/2014,0
11/09/2014,0
11/10/2014,11
11/11/2014,3
11/12/2014,0
11/13/2014,0
11/14/2014,0
11/15/2014,0
11/16/2014,0
11/17/2014,0
11/18/2014,14
11/19/2014,8
11/20/2014,17
11/21/2014,0
11/22/2014,0
11/23/2014,0
11/24/2014,5
11/25/2014,0
11/26/2014,0
11/27/2014,0
11/28/2014,0
11/29/2014,20
11/30/2014,2
12/01/2014,0
12/02/2014,0
12/03/2014,0
12/04/2014,0
12/05/2014,0
12/06/2014,0
12/07/2014,16
12/08/2014,0
12/09/2014,26
12/10/2014,0
12/11/2014,6
12/12/2014,0
12/13/2014,0
12/14/2014,1
12/15/2014,30
12/16/2014,0
12/17/2014,0
12/18/2014,0
12/19/2014,0
12/20/2014,17
12/21/2014,0
12/22/2014,0
12/23/2014,0
12/24/2014,0
12/25/2014,0
12/26/2014,14
12/27/2014,0
12/28/2014,0
12/29/2014,14
12/30/2014,0
12/31/2014,11
01/01/2015,0
01/02/2015,0
01/03/2015,0
01/04/2015,0
01/05/2015,0
01/06/2015,42
01/07/2015,0
01/08/2015,2
01/09/2015,0
01/10/2015,19
01/11/2015,0
01/12/2015,23
1/13/2015,16
1/14/2015,0
1/15/2015,0
1/16/2015,0
1/17/2015,0
1/18/2015,0
1/19/2015,22
1/20/2015,0
1/21/2015,0
1/22/2015,0
1/23/2015,0
1/24/2015,0
1/25/2015,0
1/26/2015,0
1/27/2015,19
1/28/2015,0.8
1/29/2015,0
1/30/2015,0
1/31/2015,0
02/01/2015,0
02/02/2015,9
02/03/2015,16
02/04/2015,0
02/05/2015,0
02/06/2015,0
02/07/2015,0
02/08/2015,18
02/09/2015,8
02/10/2015,1
02/11/2015,0
02/12/2015,0
2/13/2015,0
2/14/2015,0
2/15/2015,0
2/16/2015,0
2/17/2015,0
2/18/2015,7
2/19/2015,0
2/20/2015,0
2/21/2015,0
2/22/2015,0
2/23/2015,0
2/24/2015,55
2/25/2015,57
2/26/2015,0
2/27/2015,0
2/28/2015,4
03/01/2015,28
03/02/2015,61
03/03/2015,21
03/04/2015,0
03/05/2015,0
03/06/2015,0
03/07/2015,0
03/08/2015,0
03/09/2015,0
03/10/2015,0
03/11/2015,0
03/12/2015,0
3/13/2015,0
3/14/2015,0
3/15/2015,0
3/16/2015,0
3/17/2015,0
3/18/2015,0
3/19/2015,42
3/20/2015,1
3/21/2015,0
3/22/2015,0
3/23/2015,0
3/24/2015,4
3/25/2015,3
3/26/2015,0
3/27/2015,0
3/28/2015,0
3/29/2015,0
3/30/2015,0
3/31/2015,0
04/01/2015,0
04/02/2015,0
04/03/2015,0
04/04/2015,0.7
04/05/2015,0
04/06/2015,0
04/07/2015,0
04/08/2015,0
04/09/2015,0
04/10/2015,0
04/11/2015,0
04/12/2015,0
4/13/2015,0
4/14/2015,0.9
4/15/2015,0
4/16/2015,13
4/17/2015,0
4/18/2015,0
4/19/2015,0
4/20/2015,0
4/21/2015,0
4/22/2015,0
4/23/2015,0
4/24/2015,0
4/25/2015,0
4/26/2015,0
4/27/2015,0
4/28/2015,0
4/29/2015,15
4/30/2015,0
05/01/2015,12
05/02/2015,0.3
05/03/2015,0
05/04/2015,0
05/05/2015,0
05/06/2015,0
05/07/2015,0
05/08/2015,0
05/09/2015,6
05/10/2015,0
05/11/2015,0
05/12/2015,0
5/13/2015,0
5/14/2015,0
5/15/2015,0
5/16/2015,0
5/17/2015,0
5/18/2015,0
5/19/2015,0
5/20/2015,0
5/21/2015,0
5/22/2015,0
5/23/2015,0
5/24/2015,0.4
5/25/2015,0
5/26/2015,0
5/27/2015,0
5/28/2015,0
5/29/2015,3
5/30/2015,0
5/31/2015,0
06/01/2015,0
06/02/2015,0
06/03/2015,0
06/04/2015,0
06/05/2015,0
06/06/2015,0
06/07/2015,0
06/08/2015,0
06/09/2015,0
06/10/2015,0
06/11/2015,0
06/12/2015,0
6/13/2015,0
6/14/2015,0
6/15/2015,0
6/16/2015,0
6/17/2015,0
6/18/2015,0
6/19/2015,0
6/20/2015,0
6/21/2015,0
6/22/2015,0
6/23/2015,0
6/24/2015,0
6/25/2015,0
6/26/2015,0
6/27/2015,0
6/28/2015,32
6/29/2015,45
6/30/2015,0
07/01/2015,0
07/02/2015,0
07/03/2015,0
07/04/2015,0
07/05/2015,0
07/06/2015,0
07/07/2015,0
07/08/2015,0
07/09/2015,0
07/10/2015,0
07/11/2015,0
07/12/2015,0
7/13/2015,0
7/14/2015,0
7/15/2015,0
7/16/2015,0
7/17/2015,0
7/18/2015,0
7/19/2015,0
7/20/2015,0
7/21/2015,0
7/22/2015,0
7/23/2015,0
7/24/2015,0
7/25/2015,0
7/26/2015,0
7/27/2015,0
7/28/2015,0
7/29/2015,0
7/30/2015,41
7/31/2015,0
08/01/2015,0
08/02/2015,0
08/03/2015,0
08/04/2015,0.4
08/05/2015,0
08/06/2015,1
08/07/2015,0
08/08/2015,0
08/09/2015,85
08/10/2015,0
08/11/2015,5
08/12/2015,18
8/13/2015,0.3
8/14/2015,0
8/15/2015,0
8/16/2015,0
8/17/2015,6
8/18/2015,0
8/19/2015,0
8/20/2015,0
8/21/2015,0
8/22/2015,0
8/23/2015,0
8/24/2015,0
8/25/2015,0
8/26/2015,0
8/27/2015,0
8/28/2015,0
8/29/2015,0
8/30/2015,0
8/31/2015,0
09/01/2015,0
09/02/2015,0
09/03/2015,0
09/04/2015,0
09/05/2015,0
09/06/2015,0
09/07/2015,0
09/08/2015,0
09/09/2015,2
09/10/2015,0
09/11/2015,0
09/12/2015,0
9/13/2015,0
9/14/2015,0
9/15/2015,0
9/16/2015,0
9/17/2015,0
9/18/2015,0
9/19/2015,0
9/20/2015,0
9/21/2015,0.1
9/22/2015,0
9/23/2015,1
9/24/2015,0.4
9/25/2015,0
9/26/2015,0
9/27/2015,0
9/28/2015,8
9/29/2015,0
9/30/2015,0
10/01/2015,29
10/02/2015,0
10/03/2015,0
10/04/2015,0
10/05/2015,0
10/06/2015,0
10/07/2015,0
10/08/2015,0
10/09/2015,0
10/10/2015,0
10/11/2015,0
10/12/2015,0
10/13/2015,0
10/14/2015,23
10/15/2015,0
10/16/2015,0
10/17/2015,0
10/18/2015,0
10/19/2015,0
10/20/2015,0
10/21/2015,0
10/22/2015,0
10/23/2015,0
10/24/2015,0
10/25/2015,0
10/26/2015,20
10/27/2015,0
10/28/2015,0
10/29/2015,27
10/30/2015,0
10/31/2015,0
11/01/2015,3
11/02/2015,0
11/03/2015,1
11/04/2015,8
11/05/2015,0
11/06/2015,0
11/07/2015,0
11/08/2015,0
11/09/2015,18
11/10/2015,0
11/11/2015,0
11/12/2015,0.7
11/13/2015,0
11/14/2015,0
11/15/2015,0
11/16/2015,0
11/17/2015,0
11/18/2015,31
11/19/2015,4
11/20/2015,0
11/21/2015,0
11/22/2015,0
11/23/2015,0
11/24/2015,0
11/25/2015,0
11/26/2015,69
11/27/2015,4
11/28/2015,0
11/29/2015,0
11/30/2015,0
12/01/2015,0
12/02/2015,0
12/03/2015,0
12/04/2015,0
12/05/2015,0
12/06/2015,0
12/07/2015,0
12/08/2015,20
12/09/2015,0
12/10/2015,0
12/11/2015,0
12/12/2015,40
12/13/2015,1
12/14/2015,0
12/15/2015,0
12/16/2015,38
12/17/2015,25
12/18/2015,0
12/19/2015,0
12/20/2015,0
12/21/2015,0
12/22/2015,0.7
12/23/2015,6
12/24/2015,0
12/25/2015,0
12/26/2015,0
12/27/2015,0
12/28/2015,0
12/29/2015,8
12/30/2015,0
12/31/2015,0
01/01/2016,0
01/02/2016,0
01/03/2016,18
01/04/2016,0
01/05/2016,0
01/06/2016,0
01/07/2016,0
01/08/2016,0
01/09/2016,0
01/10/2016,0
01/11/2016,0
01/12/2016,21
1/13/2016,0
1/14/2016,0
1/15/2016,0
1/16/2016,0
1/17/2016,1
1/18/2016,0
1/19/2016,0
1/20/2016,0
1/21/2016,0
1/22/2016,0
1/23/2016,0
1/24/2016,20
1/25/2016,5
1/26/2016,0
1/27/2016,0
1/28/2016,0
1/29/2016,0
1/30/2016,15
1/31/2016,0
02/01/2016,0
02/02/2016,0
02/03/2016,0
02/04/2016,0
02/05/2016,0
02/06/2016,0
02/07/2016,83
02/08/2016,2
02/09/2016,0
02/10/2016,0
02/11/2016,0
02/12/2016,0
2/13/2016,3
2/14/2016,2
2/15/2016,5
2/16/2016,32
2/17/2016,49
2/18/2016,17
2/19/2016,32
2/20/2016,0
2/21/2016,0
2/22/2016,0
2/23/2016,0
2/24/2016,0
2/25/2016,7
2/26/2016,50
2/27/2016,0
2/28/2016,0
2/29/2016,20
03/01/2016,5
03/02/2016,0
03/03/2016,0
03/04/2016,0
03/05/2016,0
03/06/2016,0
03/07/2016,0
03/08/2016,0
03/09/2016,0
03/10/2016,0
03/11/2016,0
03/12/2016,0
3/13/2016,0
3/14/2016,0
3/15/2016,0
3/16/2016,0
3/17/2016,48
3/18/2016,14
3/19/2016,23
3/20/2016,0.7
3/21/2016,0
3/22/2016,0
3/23/2016,0
3/24/2016,0
3/25/2016,0.3
3/26/2016,0
3/27/2016,0
3/28/2016,0
3/29/2016,0
3/30/2016,0
3/31/2016,0
04/01/2016,47
04/02/2016,0
04/03/2016,0
04/04/2016,61
04/05/2016,34
04/06/2016,0
04/07/2016,44
04/08/2016,3
04/09/2016,1
04/10/2016,38
04/11/2016,0.8
04/12/2016,35
4/13/2016,5
4/14/2016,0.2
4/15/2016,0
4/16/2016,3
4/17/2016,0.8
4/18/2016,50
4/19/2016,2
4/20/2016,8
4/21/2016,0
4/22/2016,0
4/23/2016,0
4/24/2016,4
4/25/2016,17
4/26/2016,0
4/27/2016,0
4/28/2016,0
4/29/2016,0
4/30/2016,0
05/01/2016,0
05/02/2016,0
05/03/2016,0
05/04/2016,0
05/05/2016,0
05/06/2016,0
05/07/2016,0
05/08/2016,0
05/09/2016,6
05/10/2016,0.8
05/11/2016,0
05/12/2016,0
5/13/2016,0
5/14/2016,0.8
5/15/2016,0
5/16/2016,0
5/17/2016,0
5/18/2016,0
5/19/2016,0
5/20/2016,0
5/21/2016,0
5/22/2016,0
5/23/2016,0
5/24/2016,0
5/25/2016,0
5/26/2016,0
5/27/2016,0.6
5/28/2016,0.9
5/29/2016,0.4
5/30/2016,0
5/31/2016,0
06/01/2016,5
06/02/2016,0
06/03/2016,0
06/04/2016,5
06/05/2016,0
06/06/2016,0
06/07/2016,0
06/08/2016,0
06/09/2016,0
06/10/2016,0
06/11/2016,0
06/12/2016,0
6/13/2016,0
6/14/2016,0
6/15/2016,0
6/16/2016,0
6/17/2016,0
6/18/2016,0
6/19/2016,0
6/20/2016,0
6/21/2016,0
6/22/2016,0
6/23/2016,0
6/24/2016,0
6/25/2016,15
6/26/2016,6
6/27/2016,0
6/28/2016,0
6/29/2016,0
6/30/2016,0
07/01/2016,5
07/02/2016,4
07/03/2016,7
07/04/2016,3
07/05/2016,0
07/06/2016,0
07/07/2016,0
07/08/2016,0
07/09/2016,0
07/10/2016,0
07/11/2016,0
07/12/2016,0
7/13/2016,0
7/14/2016,0
7/15/2016,0
7/16/2016,0
7/17/2016,0
7/18/2016,0
7/19/2016,0
7/20/2016,0
7/21/2016,0
7/22/2016,0
7/23/2016,0
7/24/2016,4
7/25/2016,2
7/26/2016,0
7/27/2016,0
7/28/2016,0
7/29/2016,0
7/30/2016,0
7/31/2016,0
08/01/2016,0
08/02/2016,0
08/03/2016,0
08/04/2016,0
08/05/2016,2
08/06/2016,0
08/07/2016,0
08/08/2016,0
08/09/2016,0
08/10/2016,0
08/11/2016,0
08/12/2016,0
8/13/2016,0
8/14/2016,0
8/15/2016,0
8/16/2016,0
8/17/2016,0
8/18/2016,0
8/19/2016,0
8/20/2016,0
8/21/2016,0
8/22/2016,0
8/23/2016,0
8/24/2016,0
8/25/2016,0
8/26/2016,0
8/27/2016,3
8/28/2016,0
8/29/2016,0
8/30/2016,0
8/31/2016,0
09/01/2016,2
09/02/2016,0
09/03/2016,0
09/04/2016,7
09/05/2016,6
09/06/2016,0
09/07/2016,0
09/08/2016,0
09/09/2016,0
09/10/2016,0
09/11/2016,2
09/12/2016,0
9/13/2016,0
9/14/2016,0
9/15/2016,0
9/16/2016,10
9/17/2016,0
9/18/2016,0
9/19/2016,0
9/20/2016,0
9/21/2016,0
9/22/2016,0
9/23/2016,6
9/24/2016,0
9/25/2016,0
9/26/2016,0
9/27/2016,0
9/28/2016,0.6
9/29/2016,0.8
9/30/2016,0
10/01/2016,0
10/02/2016,2
10/03/2016,0
10/04/2016,48
10/05/2016,6
10/06/2016,0
10/07/2016,0
10/08/2016,0
10/09/2016,0
10/10/2016,0
10/11/2016,0
10/12/2016,0
10/13/2016,0
10/14/2016,32.3
10/15/2016,11
10/16/2016,0
10/17/2016,3
10/18/2016,40
10/19/2016,0.2
10/20/2016,0
10/21/2016,0
10/22/2016,0
10/23/2016,0
10/24/2016,0
10/25/2016,18
10/26/2016,9
10/27/2016,0
10/28/2016,0
10/29/2016,0
10/30/2016,0
10/31/2016,24
11/01/2016,37
11/02/2016,0
11/03/2016,0
11/04/2016,0
11/05/2016,0
11/06/2016,0
11/07/2016,0.9
11/08/2016,0
11/09/2016,4
11/10/2016,20
11/11/2016,0
11/12/2016,0
11/13/2016,0
11/14/2016,0
11/15/2016,0
11/16/2016,10
11/17/2016,0
11/18/2016,0
11/19/2016,0
11/20/2016,0
11/21/2016,0
11/22/2016,0
11/23/2016,0
11/24/2016,0
11/25/2016,0
11/26/2016,75
11/27/2016,0
11/28/2016,0
11/29/2016,0
11/30/2016,0
12/01/2016,0
12/02/2016,3
12/03/2016,0
12/04/2016,0
12/05/2016,8
12/06/2016,1
12/07/2016,0.3
12/08/2016,0
12/09/2016,0
12/10/2016,0
12/11/2016,0
12/12/2016,10
12/13/2016,0
12/14/2016,0
12/15/2016,0
12/16/2016,0
12/17/2016,0
12/18/2016,4
12/19/2016,0
12/20/2016,0
12/21/2016,0
12/22/2016,52
12/23/2016,0
12/24/2016,4
12/25/2016,101
12/26/2016,3
12/27/2016,0
12/28/2016,32
12/29/2016,0
12/30/2016,0
12/31/2016,25
01/01/2017,17
01/02/2017,21
01/03/2017,42
01/04/2017,5
01/05/2017,0
01/06/2017,0
01/07/2017,0
01/08/2017,16
01/09/2017,5
01/10/2017,0
01/11/2017,0
01/12/2017,0
1/13/2017,0
1/14/2017,17
1/15/2017,58
1/16/2017,0
1/17/2017,0
1/18/2017,0
1/19/2017,0
1/20/2017,0
1/21/2017,0
1/22/2017,0
1/23/2017,0
1/24/2017,0
1/25/2017,0
1/26/2017,0
1/27/2017,0
1/28/2017,0
1/29/2017,0
1/30/2017,0
1/31/2017,26
02/01/2017,1
02/02/2017,0
02/03/2017,0
02/04/2017,14
02/05/2017,0
02/06/2017,0
02/07/2017,0
02/08/2017,0
02/09/2017,19
02/10/2017,7
02/11/2017,21
02/12/2017,9
2/13/2017,0.3
2/14/2017,0
2/15/2017,0
2/16/2017,0
2/17/2017,59
2/18/2017,0.4
2/19/2017,0
2/20/2017,0
2/21/2017,0
2/22/2017,0
2/23/2017,0
2/24/2017,0
2/25/2017,0
2/26/2017,0
2/27/2017,3
2/28/2017,0
03/01/2017,0
03/02/2017,21
03/03/2017,0.3
03/04/2017,0
03/05/2017,0
03/06/2017,0
03/07/2017,0
03/08/2017,1
03/09/2017,5
03/10/2017,0
03/11/2017,0
03/12/2017,0
3/13/2017,0
3/14/2017,2
3/15/2017,26
3/16/2017,0
3/17/2017,0
3/18/2017,0
3/19/2017,0
3/20/2017,0
3/21/2017,0
3/22/2017,7
3/23/2017,0
3/24/2017,0
3/25/2017,9
3/26/2017,0
3/27/2017,0
3/28/2017,0
3/29/2017,0
3/30/2017,2
3/31/2017,0
04/01/2017,0.3
04/02/2017,62
04/03/2017,0
04/04/2017,0
04/05/2017,0
04/06/2017,0
04/07/2017,0
04/08/2017,4
04/09/2017,32
04/10/2017,0
04/11/2017,0
04/12/2017,0
4/13/2017,0
4/14/2017,0
4/15/2017,0
4/16/2017,0
4/17/2017,0
4/18/2017,10.6
4/19/2017,8
4/20/2017,0
4/21/2017,0
4/22/2017,0
4/23/2017,0
4/24/2017,0
4/25/2017,21
4/26/2017,0
4/27/2017,0
4/28/2017,0
4/29/2017,0
4/30/2017,0
05/01/2017,0
05/02/2017,0
05/03/2017,0
05/04/2017,0
05/05/2017,0
05/06/2017,0
05/07/2017,45
05/08/2017,0
05/09/2017,0
05/10/2017,0
05/11/2017,17
05/12/2017,8
5/13/2017,0
5/14/2017,0
5/15/2017,0
5/16/2017,0
5/17/2017,0
5/18/2017,0
5/19/2017,0
5/20/2017,0
5/21/2017,0
5/22/2017,0
5/23/2017,0
5/24/2017,1
5/25/2017,0
5/26/2017,0
5/27/2017,0
5/28/2017,0
5/29/2017,0
5/30/2017,0.3
5/31/2017,0
06/01/2017,0
06/02/2017,0
06/03/2017,0
06/04/2017,0
06/05/2017,0
06/06/2017,0
06/07/2017,15
06/08/2017,0.3
06/09/2017,0
06/10/2017,0
06/11/2017,0
06/12/2017,0
6/13/2017,0
6/14/2017,0
6/15/2017,0
6/16/2017,0
6/17/2017,0
6/18/2017,0
6/19/2017,0
6/20/2017,0
6/21/2017,0
6/22/2017,0
6/23/2017,0
6/24/2017,0
6/25/2017,0
6/26/2017,0
6/27/2017,1
6/28/2017,0.1
6/29/2017,0
6/30/2017,0
07/01/2017,0
07/02/2017,0
07/03/2017,0
07/04/2017,0
07/05/2017,0
07/06/2017,0.7
07/07/2017,24
07/08/2017,0
07/09/2017,0.2
07/10/2017,0
07/11/2017,0.5
07/12/2017,0
7/13/2017,0
7/14/2017,0
7/15/2017,0
7/16/2017,0
7/17/2017,0
7/18/2017,0
7/19/2017,0
7/20/2017,0
7/21/2017,0
7/22/2017,0
7/23/2017,0
7/24/2017,0
7/25/2017,0
7/26/2017,0
7/27/2017,0
7/28/2017,0
7/29/2017,0
7/30/2017,0
7/31/2017,0.4
08/01/2017,9
08/02/2017,0
08/03/2017,0
08/04/2017,0
08/05/2017,0
08/06/2017,0
08/07/2017,7
08/08/2017,0
08/09/2017,0
08/10/2017,8.5
08/11/2017,1
08/12/2017,0
8/13/2017,0
8/14/2017,0
8/15/2017,0
8/16/2017,0
8/17/2017,0
8/18/2017,0
8/19/2017,0
8/20/2017,0
8/21/2017,0
8/22/2017,0
8/23/2017,2
8/24/2017,12
8/25/2017,23
8/26/2017,0.2
8/27/2017,0
8/28/2017,26
8/29/2017,5
8/30/2017,0
8/31/2017,0
09/01/2017,0
09/02/2017,0
09/03/2017,0.4
09/04/2017,0
09/05/2017,0
09/06/2017,1
09/07/2017,0
09/08/2017,0.6
09/09/2017,2
09/10/2017,31
09/11/2017,0
09/12/2017,0
9/13/2017,0
9/14/2017,0
9/15/2017,0
9/16/2017,0
9/17/2017,0
9/18/2017,0
9/19/2017,0
9/20/2017,8
9/21/2017,17
9/22/2017,0
9/23/2017,0
9/24/2017,0
9/25/2017,0
9/26/2017,21
9/27/2017,3
9/28/2017,8
9/29/2017,0
9/30/2017,22
10/01/2017,0
